from,to,strength,direction
LRCH1,STX7,0.758928571,0.959183673
CXCL11,IDO1,0.991071429,0.982142857
TRAT1,IL2,0.901785714,0.968962585
TRAT1,PTPRC,0.839285714,0.698129252
TRAT1,THEMIS,1,0.758928571
TRAT1,ITK,1,0.669642857
PTPN6,WNK1,0.857142857,0.550170068
PTPN6,HFE,0.741071429,0.515221088
UBASH3A,EOMES,0.767857143,0.966581633
UBASH3A,SASH3,0.8125,0.741581633
UBASH3A,GPR174,0.964285714,0.711734694
NCSTN,DDOST,0.883928571,0.505867347
XG,IGFBP2,0.776785714,0.557908163
XG,CD99,0.848214286,0.517772109
XG,TMEM131L,0.732142857,0.778741497
SLC22A13,PDE4B,0.705357143,0.752721088
IL7,RASGRP1,0.741071429,0.541241497
TP53,TMEM102,0.848214286,0.546343537
ERBB2,ADAM10,0.741071429,0.900935374
ZEB1,MYH9,0.866071429,0.854591837
ZEB1,ABL1,0.794642857,0.65042517
ZEB1,LEF1,0.803571429,0.932397959
ZEB1,TNFSF4,0.946428571,0.592687075
ZEB1,CD99,0.758928571,0.751105442
ZEB1,CAMK4,0.991071429,0.901785714
ZEB1,WNT5A,0.982142857,0.854591837
ZEB1,LGALS1,0.705357143,0.783163265
ZEB1,SOCS5,0.785714286,0.816921769
ZEB1,LRCH1,0.830357143,0.912840136
ZEB1,LRRC32,1,0.616071429
VNN1,CARD11,0.741071429,0.644897959
VNN1,LRCH1,0.75,0.708503401
SOS1,RUNX1,0.857142857,0.64957483
SOS1,STK11,0.803571429,0.603826531
SOS1,ZMIZ1,0.928571429,0.588010204
SOS1,SEC31A,0.741071429,0.706887755
SOS1,DCTN1,0.946428571,0.706632653
SOS1,SOCS5,0.785714286,0.530187075
ZBTB16,CD83,0.723214286,0.708588435
ZBTB16,RIPOR2,0.964285714,0.927295918
TMEM102,RAB29,0.767857143,0.572619048
STARD7,KCNN4,0.75,0.521768707
STARD7,WNT5A,0.910714286,0.80952381
STARD7,ZC3H8,0.910714286,0.515136054
PIK3CG,CCR2,0.830357143,0.725340136
PIK3CG,CYLD,0.767857143,0.712670068
PIK3CG,CCR6,0.723214286,0.59829932
PIK3CG,ITGA4,0.973214286,0.890306122
